Time (s),Current (A),Voltage (V),Torque 2V (N · m)
78.519,19.48,6.001,0.164
78.867,19.44,6.001,0.164
79.216,19.39,6.001,0.164
79.593,19.36,6.001,0.163
79.941,19.37,6.001,0.163
80.29,19.35,6.001,0.163
80.638,19.34,6.001,0.163
80.987,19.34,6.001,0.163
81.364,19.34,6.001,0.163
81.714,19.33,6.001,0.163
82.063,19.32,6.001,0.163
82.412,19.3,6.001,0.163
82.76,19.28,6.001,0.162
83.11,19.24,6.001,0.162
83.487,19.22,6.001,0.162
83.835,19.2,6.001,0.162
84.185,19.17,6.001,0.161
84.534,19.14,6.001,0.161
84.885,19.1,6.001,0.161
85.242,19.08,6.001,0.161
85.598,19.06,6.001,0.161
85.958,19.06,6.001,0.16
86.307,19.04,6.001,0.16
86.656,19.03,6.001,0.16
87.005,19.02,6.001,0.16
87.38,19,6.001,0.16
87.728,18.99,6.001,0.16
88.08,18.99,6.001,0.16
88.428,19,6.001,0.16
88.804,18.99,6.001,0.16
89.153,18.95,6.001,0.159
89.501,18.94,6.001,0.159
89.851,18.91,6.001,0.159
90.2,18.88,6.001,0.159
90.55,18.84,6.001,0.159
90.926,18.84,6.001,0.159
91.273,18.83,6.001,0.158
91.622,18.82,6.001,0.158
91.973,18.82,6.001,0.158
92.322,18.82,6.001,0.158
92.672,18.82,6.001,0.158
93.048,18.82,6.001,0.158
93.397,18.82,6.001,0.158
93.748,18.79,6.001,0.158
94.096,18.77,6.001,0.158
94.445,18.76,6.001,0.158
94.821,18.73,6.001,0.158
95.17,18.75,6.001,0.158
95.519,18.74,6.001,0.157
95.869,18.73,6.001,0.157
96.218,18.7,6.001,0.157
96.593,18.71,6.001,0.157
96.943,18.71,6.001,0.157
97.291,18.69,6.001,0.157
97.642,18.7,6.001,0.157
97.988,18.67,6.001,0.157
98.365,18.66,6.001,0.157
98.713,18.65,6.001,0.157
99.063,18.63,6.001,0.156
99.413,18.6,6.001,0.156
99.763,18.59,6.001,0.156
100.138,18.57,6.001,0.156
100.487,18.53,6.001,0.156
100.836,18.53,6.001,0.156
101.186,18.52,6.001,0.156
101.534,18.51,6.001,0.155
101.911,18.5,6.001,0.155
102.259,18.46,6.001,0.155
102.61,18.45,6.001,0.155
102.959,18.48,6.001,0.155
103.308,18.47,6.001,0.155
103.656,18.46,6.001,0.155
104.034,18.41,6.001,0.154
104.382,18.38,6.001,0.154
104.731,18.39,6.001,0.154
105.082,18.35,6.001,0.154
105.43,18.35,6.001,0.154
105.806,18.35,6.001,0.154
106.154,18.34,6.001,0.154
106.504,18.33,6.001,0.154
106.852,18.34,6.001,0.154
107.203,18.35,6.001,0.154
107.569,18.34,6.001,0.154
107.927,18.29,6.001,0.153
108.276,18.24,6.001,0.153
108.625,18.27,6.001,0.153
109.012,18.27,6.001,0.153
109.404,18.26,6.001,0.153
109.796,18.23,6.001,0.153
110.156,18.24,6.001,0.153
110.533,18.24,6.001,0.153
110.881,18.23,6.001,0.153
111.233,18.24,6.001,0.153
111.58,18.23,6.001,0.152
111.93,18.16,6.001,0.152
112.278,18.15,6.001,0.152
112.629,18.15,6.001,0.152
113.005,18.15,6.001,0.152
113.353,18.13,6.001,0.151
113.704,18.08,6.001,0.151
114.052,18.04,6.001,0.151
114.399,18.05,6.001,0.151
114.777,18.05,6.001,0.151
115.126,18.05,6.001,0.151
115.474,18.05,6.001,0.151
115.824,18.01,6.001,0.151
116.173,18.04,6.001,0.151
116.548,18.04,6.001,0.151
116.898,18.06,6.001,0.151
117.247,18.06,6.001,0.151
117.597,18.07,6.001,0.151
117.946,18.05,6.001,0.15
118.322,18,6.001,0.15
118.671,17.98,6.001,0.15
119.02,17.99,6.001,0.15
119.368,18,6.001,0.15
119.718,17.97,6.001,0.15
120.095,17.98,6.001,0.15
120.443,17.95,6.001,0.15
120.793,17.94,6.001,0.15
121.143,17.95,6.001,0.15
121.492,17.95,6.001,0.149
121.839,17.95,6.001,0.149
122.191,17.9,6.001,0.149
122.58,17.91,6.001,0.149
122.971,17.9,6.001,0.149
123.344,17.9,6.001,0.149
123.693,17.9,6.001,0.149
124.042,17.86,6.001,0.148
124.391,17.82,6.001,0.148
124.767,17.77,6.001,0.148
125.117,17.79,6.001,0.148
125.466,17.79,6.001,0.148
125.816,17.77,6.001,0.148
126.164,17.7,6.001,0.148
126.541,17.74,6.001,0.148
126.888,17.74,6.001,0.148
127.239,17.75,6.001,0.148
127.588,17.73,6.001,0.147
127.937,17.73,6.001,0.147
128.312,17.74,6.001,0.147
128.661,17.73,6.001,0.147
129.012,17.72,6.001,0.147
129.361,17.69,6.001,0.147
129.71,17.69,6.001,0.147
130.086,17.68,6.001,0.147
130.435,17.68,6.001,0.147
130.783,17.63,6.001,0.147
131.132,17.64,6.001,0.147
131.481,17.65,6.001,0.146
131.832,17.64,6.001,0.146
132.208,17.65,6.001,0.146
132.556,17.63,6.001,0.146
132.907,17.63,6.001,0.146
133.255,17.62,6.001,0.146
133.605,17.6,6.001,0.146
133.954,17.6,6.001,0.146
134.331,17.59,6.001,0.146
134.679,17.58,6.001,0.146
135.029,17.55,6.001,0.145
135.378,17.53,6.001,0.145
135.727,17.5,6.001,0.145
136.103,17.49,6.001,0.145
136.451,17.47,6.001,0.145
136.801,17.45,6.001,0.144
137.15,17.43,6.001,0.144
137.5,17.43,6.001,0.144
137.875,17.44,6.001,0.144
138.224,17.41,6.001,0.144
138.572,17.38,6.001,0.144
138.921,17.38,6.001,0.144
139.271,17.39,6.001,0.144
139.646,17.38,6.001,0.144
139.997,17.36,6.001,0.143
140.345,17.36,6.001,0.143
140.695,17.34,6.001,0.143
141.045,17.3,6.001,0.143
141.393,17.3,6.001,0.143
141.753,17.31,6.001,0.143
142.107,17.28,6.001,0.143
142.469,17.3,6.001,0.142
142.816,17.29,6.001,0.142
143.167,17.3,6.001,0.142
143.514,17.28,6.001,0.142
143.892,17.28,6.001,0.142
144.24,17.27,6.001,0.142
144.59,17.27,6.001,0.142
144.94,17.26,6.001,0.142
145.289,17.25,6.001,0.142
145.665,17.24,6.001,0.142
146.013,17.22,6.001,0.142
146.364,17.21,6.001,0.142
146.713,17.19,6.001,0.141
147.088,17.19,6.001,0.141
147.438,17.19,6.001,0.141
147.785,17.16,6.001,0.141
148.136,17.16,6.001,0.141
148.484,17.14,6.001,0.141
148.833,17.13,6.001,0.141
149.21,17.12,6.001,0.141
149.559,17.13,6.001,0.141
149.908,17.1,6.001,0.14
150.257,17.1,6.001,0.14
150.606,17.1,6.001,0.14
150.955,17.1,6.001,0.14
151.332,17.1,6.001,0.14
151.681,17.09,6.001,0.14
152.032,17.1,6.001,0.14
152.379,17.09,6.001,0.14
152.729,17.08,6.001,0.14
153.104,17.08,6.001,0.14
153.454,17.04,6.001,0.14
153.803,17.02,6.001,0.14
154.152,17.03,6.001,0.139
154.503,17.01,6.001,0.139
154.85,16.99,6.001,0.139
155.226,16.98,6.001,0.139
155.575,16.97,6.001,0.139
155.925,16.96,6.001,0.139
156.273,16.96,6.001,0.139
156.623,16.95,6.001,0.139
156.998,16.94,6.001,0.139
157.348,16.94,6.001,0.139
157.697,16.96,6.001,0.139
158.046,16.96,6.001,0.139
158.395,16.96,6.001,0.138
158.771,16.95,6.001,0.138
159.121,16.94,6.001,0.138
159.468,16.92,6.001,0.138
159.819,16.9,6.001,0.138
160.167,16.91,6.001,0.138
160.526,16.9,6.001,0.138
160.91,16.9,6.001,0.138
161.269,16.86,6.001,0.138
161.645,16.86,6.001,0.138
161.994,16.87,6.001,0.138
162.343,16.87,6.001,0.138
162.694,16.87,6.001,0.137
163.041,16.87,6.001,0.137
163.418,16.87,6.001,0.137
163.767,16.88,6.001,0.138
164.116,16.88,6.001,0.138
164.465,16.88,6.001,0.137
164.815,16.87,6.001,0.137
165.191,16.87,6.001,0.137
165.538,16.87,6.001,0.137
165.889,16.87,6.001,0.137
166.238,16.86,6.001,0.137
166.587,16.85,6.001,0.137
166.963,16.81,6.001,0.137
167.311,16.81,6.001,0.137
167.661,16.8,6.001,0.136
168.009,16.77,6.001,0.136
168.36,16.77,6.001,0.136
168.708,16.76,6.001,0.136
169.086,16.74,6.001,0.136
169.434,16.75,6.001,0.136
169.783,16.75,6.001,0.136
170.132,16.75,6.001,0.136
170.481,16.73,6.001,0.136
170.857,16.73,6.001,0.136
171.206,16.73,6.001,0.136
171.556,16.73,6.001,0.136
171.904,16.7,6.001,0.136
172.255,16.69,6.001,0.136
172.603,16.7,6.001,0.136
172.979,16.7,6.001,0.136
173.329,16.7,6.001,0.136
173.678,16.69,6.001,0.136
174.027,16.69,6.001,0.136
174.402,16.71,6.001,0.136
174.752,16.71,6.001,0.136
175.1,16.71,6.001,0.136
175.45,16.7,6.001,0.136
175.798,16.7,6.001,0.136
176.149,16.7,6.001,0.135
176.524,16.69,6.001,0.135
176.873,16.69,6.001,0.135
177.223,16.68,6.001,0.135
177.572,16.68,6.001,0.135
177.921,16.67,6.001,0.135
178.298,16.66,6.001,0.135
178.646,16.65,6.001,0.135
178.995,16.64,6.001,0.135
179.346,16.64,6.001,0.135
179.694,16.62,6.001,0.134
180.044,16.6,6.001,0.134
180.42,16.61,6.001,0.134
180.769,16.62,6.001,0.134
181.118,16.62,6.001,0.134
181.466,16.62,6.001,0.134
181.843,16.62,6.001,0.134
182.192,16.61,6.001,0.134
182.555,16.61,6.001,0.134
182.944,16.61,6.001,0.134
183.294,16.61,6.001,0.134
183.643,16.6,6.001,0.134
183.991,16.58,6.001,0.134
184.341,16.57,6.001,0.134
184.689,16.54,6.001,0.134
185.039,16.54,6.001,0.134
185.415,16.53,6.001,0.134
185.765,16.53,6.001,0.134
186.111,16.54,6.001,0.134
186.463,16.54,6.001,0.134
186.811,16.53,6.001,0.133
187.186,16.54,6.001,0.134
187.535,16.54,6.001,0.133
187.885,16.53,6.001,0.133
188.233,16.53,6.001,0.133
188.61,16.53,6.001,0.133
188.958,16.52,6.001,0.133
189.308,16.51,6.001,0.133
189.658,16.5,6.001,0.133
190.006,16.49,6.001,0.133
190.355,16.48,6.001,0.133
190.733,16.45,6.001,0.133
191.08,16.44,6.001,0.132
191.431,16.44,6.001,0.132
191.779,16.44,6.001,0.132
192.128,16.42,6.001,0.132
192.487,16.42,6.001,0.132
192.871,16.42,6.001,0.132
193.23,16.42,6.001,0.132
193.604,16.41,6.001,0.132
193.954,16.4,6.001,0.132
194.302,16.4,6.001,0.132
194.652,16.39,6.001,0.132
195.002,16.39,6.001,0.131
195.379,16.39,6.001,0.131
195.727,16.39,6.001,0.131
196.076,16.38,6.001,0.131
196.424,16.39,6.001,0.131
196.774,16.38,6.001,0.131
197.132,16.38,6.001,0.131
197.49,16.37,6.001,0.131
197.849,16.37,6.001,0.131
198.199,16.36,6.001,0.131
198.548,16.35,6.001,0.131
198.897,16.34,6.001,0.131
199.273,16.33,6.001,0.131
199.622,16.32,6.001,0.13
199.977,16.32,6.001,0.131
200.358,16.31,6.001,0.13
200.713,16.31,6.001,0.13
201.072,16.3,6.001,0.13
201.422,16.29,6.001,0.13
201.77,16.29,6.001,0.13
202.129,16.28,6.001,0.13
202.485,16.26,6.001,0.13
202.846,16.26,6.001,0.13
203.194,16.26,6.001,0.13
203.544,16.26,6.001,0.13
203.92,16.25,6.001,0.129
204.269,16.25,6.001,0.13
204.634,16.24,6.001,0.129
205.02,16.24,6.001,0.129
205.37,16.24,6.001,0.129
205.718,16.23,6.001,0.129
206.069,16.23,6.001,0.129
206.416,16.22,6.001,0.129
206.795,16.22,6.001,0.129
207.143,16.22,6.001,0.129
207.492,16.2,6.001,0.129
207.84,16.2,6.001,0.129
208.19,16.2,6.001,0.129
208.539,16.2,6.001,0.129
208.916,16.2,6.001,0.129
209.264,16.2,6.001,0.129
209.614,16.19,6.001,0.129
209.962,16.18,6.001,0.128
210.312,16.17,6.001,0.128
210.661,16.16,6.001,0.128
211.036,16.16,6.001,0.128
211.387,16.16,6.001,0.128
211.735,16.15,6.001,0.128
212.085,16.15,6.001,0.128
212.432,16.15,6.001,0.128
212.809,16.14,6.001,0.128
213.158,16.14,6.001,0.128
213.506,16.14,6.001,0.128
213.855,16.13,6.001,0.128
214.206,16.11,6.001,0.128
214.582,16.1,6.001,0.128
214.931,16.1,6.001,0.127
215.281,16.09,6.001,0.127
215.629,16.09,6.001,0.127
215.979,16.08,6.001,0.127
216.338,16.07,6.001,0.127
216.721,16.07,6.001,0.127
217.079,16.07,6.001,0.127
217.457,16.06,6.001,0.127
217.806,16.06,6.001,0.127
218.156,16.06,6.001,0.127
218.503,16.06,6.001,0.127
218.853,16.04,6.001,0.127
219.227,16.03,6.001,0.127
219.576,16.03,6.001,0.127
219.927,16.03,6.001,0.126
220.276,16.03,6.001,0.126
220.625,16.02,6.001,0.126
221.002,16.02,6.001,0.126
221.35,16.01,6.001,0.126
221.699,16.01,6.001,0.126
222.048,16,6.001,0.126
222.396,16,6.001,0.126
222.748,15.99,6.001,0.126
223.122,15.99,6.001,0.126
223.473,15.98,6.001,0.126
223.823,15.98,6.001,0.126
224.17,15.97,6.001,0.126
224.52,15.97,6.001,0.126
224.868,15.97,6.001,0.125
225.228,15.96,6.001,0.125
225.585,15.96,6.001,0.125
225.943,15.95,6.001,0.125
226.294,15.95,6.001,0.125
226.643,15.94,6.001,0.125
227.018,15.94,6.001,0.125
227.366,15.93,6.001,0.125
227.716,15.93,6.001,0.125
228.064,15.93,6.001,0.125
228.415,15.93,6.001,0.125
228.763,15.92,6.001,0.125
229.138,15.92,6.001,0.125
229.488,15.92,6.001,0.125
229.837,15.92,6.001,0.125
230.186,15.91,6.001,0.124
230.536,15.91,6.001,0.124
230.912,15.9,6.001,0.124
231.26,15.9,6.001,0.124
231.611,15.89,6.001,0.124
231.96,15.89,6.001,0.124
232.309,15.89,6.001,0.124
232.669,15.88,6.001,0.124
233.051,15.88,6.001,0.124
233.41,15.87,6.001,0.124
233.761,15.87,6.001,0.124
234.135,15.87,6.001,0.124
234.484,15.86,6.001,0.124
234.834,15.86,6.001,0.124
235.184,15.85,6.001,0.124
235.558,15.85,6.001,0.124
235.907,15.84,6.001,0.123
236.257,15.84,6.001,0.124
236.606,15.83,6.001,0.124
236.955,15.82,6.001,0.124
237.332,15.82,6.001,0.124
237.68,15.82,6.001,0.124
238.029,15.81,6.001,0.123
238.379,15.81,6.001,0.123
238.727,15.81,6.001,0.123
239.077,15.8,6.001,0.123
239.453,15.8,6.001,0.123
239.802,15.79,6.001,0.123
240.151,15.79,6.001,0.123
240.501,15.78,6.001,0.123
240.851,15.78,6.001,0.123
241.197,15.77,6.001,0.123
241.576,15.77,6.001,0.122
241.925,15.76,6.001,0.122
242.274,15.76,6.001,0.122
242.637,15.76,6.001,0.122
243.025,15.75,6.001,0.122
243.374,15.74,6.001,0.122
243.722,15.74,6.001,0.122
244.098,15.74,6.001,0.122
244.448,15.73,6.001,0.122
244.797,15.73,6.001,0.122
245.146,15.73,6.001,0.122
245.497,15.72,6.001,0.122
245.844,15.71,6.001,0.122
246.195,15.71,6.001,0.121
246.569,15.71,6.001,0.121
246.92,15.7,6.001,0.121
247.27,15.7,6.001,0.121
247.618,15.7,6.001,0.121
247.967,15.69,6.001,0.121
248.342,15.68,6.001,0.121
248.692,15.68,6.001,0.121
249.04,15.67,6.001,0.121
249.392,15.67,6.001,0.121
249.739,15.66,6.001,0.121
250.116,15.66,6.001,0.12
250.465,15.65,6.001,0.12
250.814,15.64,6.001,0.12
251.163,15.64,6.001,0.12
251.513,15.63,6.001,0.12
251.887,15.63,6.001,0.12
252.237,15.62,6.001,0.12
252.586,15.62,6.001,0.12
252.935,15.62,6.001,0.12
253.285,15.61,6.001,0.12
253.66,15.6,6.001,0.12
254.01,15.6,6.001,0.12
254.36,15.59,6.001,0.12
254.707,15.58,6.001,0.12
255.058,15.58,6.001,0.119
255.406,15.58,6.001,0.119
255.757,15.58,6.001,0.119
256.133,15.57,6.001,0.119
256.481,15.57,6.001,0.119
256.831,15.56,6.001,0.119
257.179,15.56,6.001,0.119
257.53,15.56,6.001,0.119
257.904,15.56,6.001,0.119
258.255,15.55,6.001,0.119
258.603,15.55,6.001,0.119
258.953,15.55,6.001,0.119
259.301,15.55,6.001,0.119
259.677,15.54,6.001,0.119
260.026,15.54,6.001,0.119
260.375,15.54,6.001,0.119
260.724,15.53,6.001,0.119
261.072,15.53,6.001,0.118
261.434,15.52,6.001,0.118
261.787,15.52,6.001,0.118
262.147,15.51,6.001,0.118
262.497,15.51,6.001,0.118
262.846,15.5,6.001,0.118
263.222,15.5,6.001,0.118
263.571,15.5,6.001,0.118
263.921,15.49,6.001,0.118
264.269,15.49,6.001,0.118
264.619,15.49,6.001,0.118
264.967,15.48,6.001,0.118
265.345,15.48,6.001,0.117
265.694,15.48,6.001,0.117
266.043,15.48,6.001,0.117
266.392,15.47,6.001,0.117
266.741,15.47,6.001,0.117
267.091,15.46,6.001,0.117
267.466,15.46,6.001,0.117
267.816,15.46,6.001,0.117
268.164,15.45,6.001,0.117
268.514,15.45,6.001,0.117
268.864,15.45,6.001,0.117
269.24,15.45,6.001,0.117
269.588,15.44,6.001,0.117
269.937,15.44,6.001,0.117
270.286,15.44,6.001,0.117
270.635,15.44,6.001,0.117
270.986,15.44,6.001,0.116
271.359,15.43,6.001,0.116
271.709,15.43,6.001,0.116
272.058,15.42,6.001,0.116
272.407,15.42,6.001,0.116
272.784,15.42,6.001,0.116
273.132,15.42,6.001,0.116
273.482,15.41,6.001,0.116
273.831,15.41,6.001,0.116
274.182,15.41,6.001,0.116
274.529,15.4,6.001,0.116
274.906,15.4,6.001,0.116
275.256,15.4,6.001,0.116
275.604,15.4,6.001,0.116
275.953,15.4,6.001,0.116
276.302,15.4,6.001,0.116
276.678,15.39,6.001,0.116
277.027,15.39,6.001,0.116
277.376,15.39,6.001,0.116
277.73,15.39,6.001,0.116
278.075,15.39,6.001,0.116
278.449,15.38,6.001,0.115
278.799,15.38,6.001,0.115
279.148,15.38,6.001,0.115
279.497,15.38,6.001,0.115
279.847,15.38,6.001,0.115
280.222,15.38,6.001,0.115
280.571,15.37,6.001,0.115
280.921,15.38,6.001,0.115
281.271,15.37,6.001,0.115
281.619,15.37,6.001,0.115
281.968,15.37,6.001,0.115
282.346,15.37,6.001,0.115
282.694,15.37,6.001,0.115
283.044,15.37,6.001,0.115
283.391,15.37,6.001,0.115
283.74,15.37,6.001,0.115
284.118,15.36,6.001,0.115
284.466,15.36,6.001,0.115
284.816,15.36,6.001,0.115
285.166,15.36,6.001,0.115
285.514,15.36,6.001,0.115
285.865,15.36,6.001,0.115
286.241,15.36,6.001,0.115
286.588,15.36,6.001,0.114
286.938,15.36,6.001,0.114
287.286,15.36,6.001,0.114
287.663,15.36,6.001,0.114
288.011,15.36,6.001,0.114
288.36,15.36,6.001,0.114
288.71,15.36,6.001,0.114
289.058,15.36,6.001,0.114
289.408,15.36,6.001,0.114
289.785,15.35,6.001,0.114
290.133,15.36,6.001,0.114
290.482,15.36,6.001,0.114
290.831,15.36,6.001,0.114
291.18,15.35,6.001,0.114
291.529,15.35,6.001,0.114
291.907,15.36,6.001,0.114
292.255,15.35,6.001,0.114
292.605,15.36,6.001,0.114
292.954,15.35,6.001,0.114
293.303,15.35,6.001,0.114
293.679,15.35,6.001,0.114
294.029,15.35,6.001,0.114
294.377,15.35,6.001,0.114
294.727,15.34,6.001,0.114
295.075,15.34,6.001,0.114
295.452,15.34,6.001,0.114
295.802,15.34,6.001,0.114
296.149,15.34,6.001,0.113
296.5,15.34,6.001,0.113
296.847,15.34,6.001,0.113
297.223,15.34,6.001,0.113
297.573,15.34,6.001,0.113
297.921,15.34,6.001,0.113
298.272,15.34,6.001,0.113
298.619,15.34,6.001,0.113
298.996,15.34,6.001,0.113
299.345,15.34,6.001,0.113
299.694,15.34,6.001,0.113
300.044,15.34,6.001,0.113
300.393,15.34,6.001,0.113
